product_id,sku,status,vendor,title,scope,proposed_department,proposed_collection_tags,confidence,action
15546917912649,ORN-PUZ-13057,ACTIVE,Aqua Cube,Puzzles Mobulidae-13057 (966pcs),Non-Aquarium,Puzzles & Games,Collection: Puzzles & Games,high,remove 'Collection: Equipment'; add: Collection: Puzzles & Games
15546918109257,ORN-PUZ-13092,ACTIVE,Aqua Cube,Puzzles Piranha-13092 (1085pcs),Non-Aquarium,Puzzles & Games,Collection: Puzzles & Games,high,remove 'Collection: Equipment'; add: Collection: Puzzles & Games
15546917814345,ORN-PUZ-13054,ACTIVE,Aqua Cube,Puzzles Sharks Machinery-13054 (687pcs),Non-Aquarium,Puzzles & Games,Collection: Puzzles & Games,high,remove 'Collection: Equipment'; add: Collection: Puzzles & Games
15546918076489,ORN-PUZ-13089,ACTIVE,Aqua Cube,Puzzles Skeleton-13089 (1099pcs),Non-Aquarium,Puzzles & Games,Collection: Puzzles & Games,high,remove 'Collection: Equipment'; add: Collection: Puzzles & Games
15546918207561,ORN-PUZ-T7004,ACTIVE,Aqua Cube,Puzzles Steam davinci-T7004 (334pcs),Non-Aquarium,Puzzles & Games,Collection: Puzzles & Games,high,remove 'Collection: Equipment'; add: Collection: Puzzles & Games
15546918174793,ORN-PUZ-T7003,DRAFT,Aqua Cube,Puzzles T7003 (494pcs),Non-Aquarium,Puzzles & Games,Collection: Puzzles & Games,high,remove 'Collection: Equipment'; add: Collection: Puzzles & Games
15546917748809,ORN-PUZ-13051,ACTIVE,Aqua Cube,Puzzles Triceratops 13051 (1368pcs),Non-Aquarium,Puzzles & Games,Collection: Puzzles & Games,high,remove 'Collection: Equipment'; add: Collection: Puzzles & Games
15544946589769,RLD7004,DRAFT,Aqua Cube,2 In 1 Double Dome 2X200W - Drl04,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15546938228809,PSU-3A-ZD200,DRAFT,Aqua Cube,3A USB Power Supply for ZD200,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15546938163273,BLK-HPL,DRAFT,Aqua Cube,Bioloark HP-L(200) for SD200 5KG,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15546938130505,BLK-HPS,DRAFT,Aqua Cube,Bioloark HP-S(175) for SD175 5KG,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544944197705,RHC7200,DRAFT,Aqua Cube,Ceramic Heat Emitters (Black) - 200W,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544944164937,RHC7100,DRAFT,Aqua Cube,Ceramic Heat Emitters (Black) 100W,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544944427081,RHC7150,DRAFT,Aqua Cube,Ceramic Heat Emitters (Black) 150W,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544944394313,RHC7050,DRAFT,Aqua Cube,Ceramic Heat Emitters (Black) 50W,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544946655305,RSB7050,DRAFT,Aqua Cube,Compressed Coconut Fiber - 8L - Sb650,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544946360393,RHS7009,DRAFT,Aqua Cube,Hammock Seaweed - Triangle 29X20X20Cm,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544944099401,RTC7017,DRAFT,Aqua Cube,Heating/Cooling Controller - Thc17,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544946557001,RLD7003,DRAFT,Aqua Cube,Mini Dual Dome 2X40W - Drl03,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544944001097,RTT7009,DRAFT,Aqua Cube,Pocket Timing Mister System - Tr09,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544944132169,UVB7001,DRAFT,Aqua Cube,Uv Sensor Tester Card - 2/Pack,Non-Aquarium,Reptile & Terrarium,Collection: Reptile & Terrarium,high,remove 'Collection: Equipment'; add: Collection: Reptile & Terrarium
15544934269001,DS4109,DRAFT,Aqua Cube,Security,Non-Aquarium,Signage & Novelty,Collection: Signage & Novelty,high,remove 'Collection: Equipment'; add: Collection: Signage & Novelty
15544934334537,DS4110,DRAFT,Aqua Cube,Teeth Or Bullets,Non-Aquarium,Signage & Novelty,Collection: Signage & Novelty,high,remove 'Collection: Equipment'; add: Collection: Signage & Novelty
15544934203465,DS4103,DRAFT,Aqua Cube,"To The Gate In 3 Seconds, Can You",Non-Aquarium,Signage & Novelty,Collection: Signage & Novelty,high,remove 'Collection: Equipment'; add: Collection: Signage & Novelty
15544934170697,DS4027,DRAFT,Aqua Cube,Trespassers Will Be Eaten,Non-Aquarium,Signage & Novelty,Collection: Signage & Novelty,high,remove 'Collection: Equipment'; add: Collection: Signage & Novelty
15546914701385,SY-PB320,DRAFT,Aqua Cube,320# Pet Box,Non-Aquarium,Small Animal,Collection: Small Animal,med,remove 'Collection: Equipment'; add: Collection: Small Animal
15546914734153,SY-PB420,DRAFT,Aqua Cube,420# Pet Box,Non-Aquarium,Small Animal,Collection: Small Animal,med,remove 'Collection: Equipment'; add: Collection: Small Animal
15544942198857,CC6401,DRAFT,Aqua Cube,Mammal Suspendable House 22X22X22Cm,Non-Aquarium,Small Animal,Collection: Small Animal,med,remove 'Collection: Equipment'; add: Collection: Small Animal
15544942035017,HT6801,DRAFT,Aqua Cube,Small Animal Tonic - 100Ml,Non-Aquarium,Small Animal,Collection: Small Animal,med,remove 'Collection: Equipment'; add: Collection: Small Animal
15544941871177,PW39104,ACTIVE,Aqua Cube,Snuggle Nest Cotton - 35G,Non-Aquarium,Small Animal,Collection: Small Animal,med,remove 'Collection: Equipment'; add: Collection: Small Animal
15544917229641,DYM0168,ACTIVE,Dymax,Dymax Algae Brusher 150Ml,Review,Uncategorised,,review,REVIEW - assign manually
15544917524553,DYM0066,ACTIVE,Dymax,Dymax Algae Brusher 300Ml,Review,Uncategorised,,review,REVIEW - assign manually
15544916082761,DYM0607,ACTIVE,Dymax,Dymax Crystal Culivating Pot,Review,Uncategorised,,review,REVIEW - assign manually
15544911724617,AO0708,ACTIVE,Aqua Cube,U-708B (U-673-676 In One Set),Review,Uncategorised,,review,REVIEW - assign manually
